学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2019,甘肃,理工,自然地理与资源环境,458,张致宁
天津理工大学,2018,甘肃,理工,自然地理与资源环境,490,张致宁
天津理工大学,2017,甘肃,理工,自然地理与资源环境,481,张致宁
天津理工大学,2019,甘肃,理工,软件工程,459,张致宁
天津理工大学,2018,甘肃,理工,软件工程,493,张致宁
天津理工大学,2017,甘肃,理工,软件工程,486,张致宁
天津理工大学,2019,甘肃,理工,数学与应用数学,459,张致宁
天津理工大学,2018,甘肃,理工,数学与应用数学,491,张致宁
天津理工大学,2017,甘肃,理工,数学与应用数学,487,张致宁
天津理工大学,2019,甘肃,理工,应用物理学,458,张致宁
天津理工大学,2018,甘肃,理工,应用物理学,491,张致宁
天津理工大学,2017,甘肃,理工,应用物理学,482,张致宁
天津理工大学,2019,甘肃,理工,英语,469,张致宁
天津理工大学,2018,甘肃,理工,英语,498,张致宁
天津理工大学,2017,甘肃,理工,英语,489,张致宁
天津理工大学,2019,甘肃,理工,日语,458,张致宁
天津理工大学,2018,甘肃,理工,日语,496,张致宁
天津理工大学,2017,甘肃,理工,日语,486,张致宁
天津理工大学,2019,甘肃,理工,航海技术,443,张致宁
天津理工大学,2018,甘肃,理工,航海技术,468,张致宁
天津理工大学,2017,甘肃,理工,航海技术,481,张致宁
天津理工大学,2019,甘肃,理工,轮机工程,439,张致宁
天津理工大学,2018,甘肃,理工,轮机工程,468,张致宁
天津理工大学,2017,甘肃,理工,轮机工程,471,张致宁
天津理工大学,2019,甘肃,理工,船舶电子电气工程,445,张致宁
天津理工大学,2018,甘肃,理工,船舶电子电气工程,468,张致宁
天津理工大学,2017,甘肃,理工,船舶电子电气工程,471,张致宁
天津理工大学,2019,青海,理工,电子信息类,402,张致宁
天津理工大学,2018,青海,理工,电子信息类,0,张致宁
天津理工大学,2017,青海,理工,电子信息类,0,张致宁
天津理工大学,2019,青海,理工,电子科学与技术,0,张致宁
天津理工大学,2018,青海,理工,电子科学与技术,422,张致宁
天津理工大学,2017,青海,理工,电子科学与技术,432,张致宁
天津理工大学,2019,青海,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,青海,理工,光电信息科学与工程,423,张致宁
天津理工大学,2017,青海,理工,光电信息科学与工程,413,张致宁
天津理工大学,2019,青海,理工,电波传播与天线,0,张致宁
天津理工大学,2018,青海,理工,电波传播与天线,406,张致宁
天津理工大学,2017,青海,理工,电波传播与天线,413,张致宁
天津理工大学,2019,青海,理工,材料类,381,张致宁
天津理工大学,2018,青海,理工,材料类,0,张致宁
天津理工大学,2017,青海,理工,材料类,0,张致宁
天津理工大学,2019,青海,理工,材料科学与工程,0,张致宁
天津理工大学,2018,青海,理工,材料科学与工程,405,张致宁
天津理工大学,2017,青海,理工,材料科学与工程,414,张致宁
天津理工大学,2019,青海,理工,材料物理,0,张致宁
天津理工大学,2018,青海,理工,材料物理,407,张致宁
天津理工大学,2017,青海,理工,材料物理,415,张致宁
天津理工大学,2019,青海,理工,功能材料,0,张致宁
天津理工大学,2018,青海,理工,功能材料,408,张致宁
天津理工大学,2017,青海,理工,功能材料,417,张致宁
天津理工大学,2019,青海,理工,工商管理类,389,张致宁
天津理工大学,2018,青海,理工,工商管理类,414,张致宁
天津理工大学,2017,青海,理工,工商管理类,416,张致宁
天津理工大学,2019,青海,理工,化学工程与工艺,386,张致宁
天津理工大学,2018,青海,理工,化学工程与工艺,404,张致宁
天津理工大学,2017,青海,理工,化学工程与工艺,412,张致宁
天津理工大学,2019,青海,理工,应用化学,380,张致宁
天津理工大学,2018,青海,理工,应用化学,404,张致宁
天津理工大学,2017,青海,理工,应用化学,416,张致宁
天津理工大学,2019,青海,理工,药学,383,张致宁
天津理工大学,2018,青海,理工,药学,407,张致宁
天津理工大学,2017,青海,理工,药学,413,张致宁
天津理工大学,2019,青海,理工,机械类,381,张致宁
天津理工大学,2018,青海,理工,机械类,415,张致宁
天津理工大学,2017,青海,理工,机械类,418,张致宁
天津理工大学,2019,青海,理工,机器人工程,0,张致宁
天津理工大学,2018,青海,理工,机器人工程,425,张致宁
天津理工大学,2017,青海,理工,机器人工程,439,张致宁
天津理工大学,2019,青海,理工,安全工程,382,张致宁
天津理工大学,2018,青海,理工,安全工程,404,张致宁
天津理工大学,2017,青海,理工,安全工程,414,张致宁
天津理工大学,2019,青海,理工,环境工程,388,张致宁
天津理工大学,2018,青海,理工,环境工程,416,张致宁
天津理工大学,2017,青海,理工,环境工程,416,张致宁
天津理工大学,2019,青海,理工,软件工程,389,张致宁
天津理工大学,2018,青海,理工,软件工程,427,张致宁
天津理工大学,2017,青海,理工,软件工程,418,张致宁
天津理工大学,2019,宁夏,理工,集成电路设计与集成系统,436,张致宁
天津理工大学,2018,宁夏,理工,集成电路设计与集成系统,466,张致宁
天津理工大学,2017,宁夏,理工,集成电路设计与集成系统,468,张致宁
天津理工大学,2019,宁夏,理工,电子信息类,439,张致宁
天津理工大学,2018,宁夏,理工,电子信息类,0,张致宁
天津理工大学,2017,宁夏,理工,电子信息类,0,张致宁
天津理工大学,2019,宁夏,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,宁夏,理工,光电信息科学与工程,470,张致宁
天津理工大学,2017,宁夏,理工,光电信息科学与工程,479,张致宁
天津理工大学,2019,宁夏,理工,电波传播与天线,0,张致宁
天津理工大学,2018,宁夏,理工,电波传播与天线,462,张致宁
天津理工大学,2017,宁夏,理工,电波传播与天线,456,张致宁
天津理工大学,2019,宁夏,理工,电子科学与技术,0,张致宁
天津理工大学,2018,宁夏,理工,电子科学与技术,469,张致宁
天津理工大学,2017,宁夏,理工,电子科学与技术,472,张致宁
天津理工大学,2019,宁夏,理工,材料类,435,张致宁
天津理工大学,2018,宁夏,理工,材料类,0,张致宁
天津理工大学,2017,宁夏,理工,材料类,0,张致宁
天津理工大学,2019,宁夏,理工,材料科学与工程,0,张致宁
天津理工大学,2018,宁夏,理工,材料科学与工程,464,张致宁
天津理工大学,2017,宁夏,理工,材料科学与工程,467,张致宁
天津理工大学,2019,宁夏,理工,材料物理,0,张致宁
天津理工大学,2018,宁夏,理工,材料物理,461,张致宁
天津理工大学,2017,宁夏,理工,材料物理,460,张致宁
天津理工大学,2019,宁夏,理工,功能材料,0,张致宁
天津理工大学,2018,宁夏,理工,功能材料,463,张致宁
天津理工大学,2017,宁夏,理工,功能材料,466,张致宁
天津理工大学,2019,宁夏,理工,工商管理类,439,张致宁
天津理工大学,2018,宁夏,理工,工商管理类,464,张致宁
天津理工大学,2017,宁夏,理工,工商管理类,466,张致宁
天津理工大学,2019,宁夏,理工,管理科学与工程类,438,张致宁
天津理工大学,2018,宁夏,理工,管理科学与工程类,467,张致宁
天津理工大学,2017,宁夏,理工,管理科学与工程类,469,张致宁
天津理工大学,2019,宁夏,理工,工业工程类,434,张致宁
天津理工大学,2018,宁夏,理工,工业工程类,461,张致宁
天津理工大学,2017,宁夏,理工,工业工程类,457,张致宁
天津理工大学,2019,宁夏,理工,保险学,434,张致宁
天津理工大学,2018,宁夏,理工,保险学,461,张致宁
天津理工大学,2017,宁夏,理工,保险学,458,张致宁
天津理工大学,2019,宁夏,理工,化学工程与工艺,437,张致宁
天津理工大学,2018,宁夏,理工,化学工程与工艺,462,张致宁
天津理工大学,2017,宁夏,理工,化学工程与工艺,458,张致宁
天津理工大学,2019,宁夏,理工,应用化学,439,张致宁
天津理工大学,2018,宁夏,理工,应用化学,461,张致宁
天津理工大学,2017,宁夏,理工,应用化学,458,张致宁
天津理工大学,2019,宁夏,理工,药学,443,张致宁
天津理工大学,2018,宁夏,理工,药学,462,张致宁
天津理工大学,2017,宁夏,理工,药学,464,张致宁
天津理工大学,2019,宁夏,理工,机械类,436,张致宁
天津理工大学,2018,宁夏,理工,机械类,467,张致宁
